inchikey,name,is_drug,evidence,moa,suppo,lpv_5,lpv_4,lpv_3,lpv_2,best_inchikey,best_name
FIERZJTVSJNKHH-UHFFFAOYSA-N,Bas 01164584,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
OPONVQFNRGRCJP-UHFFFAOYSA-N,Ao-476/43250239,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
DAARLFWXUXISRO-GBLZOACLSA-N,Chembl382255,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
NMNJIGORYYMVHT-ONGXEEELSA-N,Chembl2443111,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
BKSBSWKRQZCHQR-UYZPKGHCSA-N,Ac1Larrd,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
JGHGNWBFWJQGDZ-GVDBMIGSSA-N,Ac1Ns6In,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
MQKONBOXSFHARN-UHFFFAOYSA-N,"Ethyl 1,2,7-Trimethyl-3H-Pyrrolo[3,2-F]Quinoline-8-Carboxylate",0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
MNWVBCFNPXOAIH-UHFFFAOYSA-N,10J-346S,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
COBMRTSHZAUOCY-BVKYVCSXSA-N,Glcnac-Mal,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
IHGRXBMSSFFTJL-UHFFFAOYSA-N,Ethyl 6-Bromo-5-Hydroxy-2-Methyl-1H-Indole-3-Carboxylate,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
COBMRTSHZAUOCY-UHFFFAOYSA-N,COBMRTSHZAUOCY-UHFFFAOYSA-N,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
AELCINSCMGFISI-YGPZHTELSA-N,(1R2S)-2-Phenylcyclopropanaminium,1,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
WCTQEHGXBKFLKG-UHFFFAOYSA-N,Ethyl 4-(Aminomethyl)Benzoate,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
KQIXDQQTPCBRIX-ZBFHGGJFSA-N,Bdbm15481,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
AELCINSCMGFISI-UHFFFAOYSA-N,(1R2S)-2-Phenylcyclopropanaminium,1,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
MCCFUJQGFNNYSR-VYIIXAMBSA-N,Chembl557575,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
CSPRGWWRNRXUMD-XDHOZWIPSA-N,Molport-000-713-465,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
BUBFQPZBFCTNKK-KSSFIOAISA-N,6G-941,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
WWUMIYBLWZAJTD-BZNPZCIMSA-N,"(1R)-3-(Hydroxymethyl)-5Beta-Amino-6Alpha-(Acetylamino)-3-Cyclohexene-1Beta,2Alpha-Diol",0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
WUECHLAAKWYOFJ-UHFFFAOYSA-N,"Ethyl {3-[2-(4-Fluorophenoxy)Ethyl]-2-Imino-2,3-Dihydro-1H-Benzimidazol-1-Yl}Acetate",0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
NKVLQMGKFGQBSH-UHFFFAOYSA-N,Chembl1395638,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
GAQMWPRWVIGRRV-UHFFFAOYSA-N,GAQMWPRWVIGRRV-UHFFFAOYSA-N,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
GAQMWPRWVIGRRV-IVDGIBIRSA-N,Lipegfilgrastim,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
LCMBQBWSXIPPOX-UHFFFAOYSA-N,Mls000043574,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
QPJWMZVTNXFTKV-JMJZKYOTSA-N,4-Acetyl-4-Guanidino-6-Methyl(Propyl)Carboxamide-45-Dihydro-2h-Pyran-2-Carboxylic Acid,1,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
XJOMBUIVBTXZJY-IPKMHIMZSA-N,Chembl1077483,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
TTYVWILEGNYIQI-XLPZGREQSA-N,Carbocyclic Analogue 31,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
AELCINSCMGFISI-DTWKUNHWSA-N,(1R2S)-2-Phenylcyclopropanaminium,1,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
ZEVOCXOZYFLVKN-OKNNCHMLSA-N,Alpha-Methyl-N-Acetyl-D-Glucosamine,1,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
SHZLGTIBAVWRQZ-ZMSDIMECSA-N,Chembl1270232,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
MQGAYVHULHUJJX-UHFFFAOYSA-N,F0672-0537,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
ZEVOCXOZYFLVKN-JGKVKWKGSA-N,Alpha-Methyl-N-Acetyl-D-Glucosamine,1,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
UZNHWVNGUSWBOZ-HZPDHXFCSA-N,Schembl2789163,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
RUTKNWZWCDYBRI-NUYCEAJWSA-N,Chembl212025,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
MVMUAUZRSSNQPF-ICFOKQHNSA-N,MVMUAUZRSSNQPF-ICFOKQHNSA-N,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
PMRIBROJBCQKRW-ZVBMGDMTSA-N,Chembl1161504,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
PEDKXOUMPSDOSW-BFHYXJOUSA-N,"(3R,4R,5S)-4-Acetamido-5-Amino-3-(3,3-Diethylazetidin-1-Yl)Cyclohexene-1-Carboxylic Acid",0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
JGGQDYGJHAGCSW-RBZQAINGSA-N,Chembl3357206,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
HAGKOWDCINNCKQ-UHFFFAOYSA-N,Chembl3694927,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
RYUYQPZJUOKCMD-ARFHVFGLSA-N,Ac1La2Nl,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
MWFDJWINITVGDL-QXAKKESOSA-N,Carboxamide Deriv. 5R,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
HXUHHDBYIBYXPB-BDLDKKIGSA-N,Chembl3687436,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
VFPFQHQNJCMNBZ-UHFFFAOYSA-N,Ethyl Gallate,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
UZEDXEOMEUBGRP-UZLBHIALSA-N,Chembl236719,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
PSPDUGVXLHVQPG-UHFFFAOYSA-N,PSPDUGVXLHVQPG-UHFFFAOYSA-N,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
MCGXOCXFFNKASF-UHFFFAOYSA-N,"N-[2-Amino-4,5-Dihydroxy-6-(Hydroxymethyl)Oxan-3-Yl]Acetamide",0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
BULFTXGJKXVMER-PIOBBSKYSA-N,5-N-Acetyl-4-Amino-6-Diethylcarboxamide-45-Dihydro-2h-Pyran-2-Carboxylic Acid,1,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
LMLQOZLLZRAPEM-MIDKXNQYSA-N,9-Deoxy-9-Amino-2-O-Methyl-5-N-Acetyl-Alpha-D-Neuraminic Acid,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
QMRJXGISAOOXKD-UHFFFAOYSA-N,Chembl2272711,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
VJTPBNUXDULDQD-UFGQHTETSA-N,9-Amino-2-Deoxy-23-Dehydro-N-Acetyl-Neuraminic Acid,1,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
XZYRYUBODJBXBL-CGTJXYLNSA-N,Carboxamide Deriv. 4Ag,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
VJTLCZNJZZQWRD-YNEHKIRRSA-N,"(3R,4R,5S)-4-Acetamido-5-Amino-3-(4-Methylpiperazin-1-Yl)Cyclohexene-1-Carboxylic Acid",0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
SEMNDGCQWVCZHY-UHFFFAOYSA-N,"Ethyl 1-(4-Amino-1,2,5-Oxadiazol-3-Yl)-5-(4-Fluorophenyl)-1H-1,2,3-Triazole-4-Carboxylate",0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
VYSCJMJYULYGSV-UHFFFAOYSA-N,Ac1Nn7Ou,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
RLGSXXMFPPOROB-UHFFFAOYSA-N,RLGSXXMFPPOROB-UHFFFAOYSA-N,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
FBMQDXJODLGTQX-WRQOLXDDSA-N,Chembl217303,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
NAYANTLFTJVKMX-UHFFFAOYSA-N,Ap-064/40656996,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
YXVWZXNBJBBMNW-QXAKKESOSA-N,Carboxamide Deriv. 4Af,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
HXUHHDBYIBYXPB-ASRFMACQSA-N,Chembl3687441,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
SSJXIUAHEKJCMH-UHFFFAOYSA-N,"Cyclohexane-1,2-Diamine",0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
XLUFMQGEYVJJTG-CABCVRRESA-N,Chembl1683563,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
ZDSXRJABOCTJTD-HUYBTDLASA-N,Murabutide,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
PHYBFKLXQMCMNU-LLHKWGMCSA-N,Carboxamide Deriv. 4At,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
VYDZOJXGXGQPPY-NBFOIZRFSA-N,Chembl2087602,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
IHDDSNYAHZFQDX-UHFFFAOYSA-N,Chembl2272709,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
RTRQZFNQANULHU-UHFFFAOYSA-N,2-(Diphenylamino)-2-Oxoethyl N-Acetylmethioninate,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
SVNMOASEXDAETI-ZLKJLUDKSA-N,Chembl346767,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
BBDDLPOYPXNOTL-KBAYOESNSA-N,Chembl350837,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
RFDXAWNFRRMSJG-UHFFFAOYSA-N,Chembl3690800,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
RVJGZMJRZCICFV-QXAKKESOSA-N,Chembl350474,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
GMUOXEQRMCUFFK-UHFFFAOYSA-N,GMUOXEQRMCUFFK-UHFFFAOYSA-N,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
JAMYKAOGUWWSHK-UHFFFAOYSA-N,Chembl498667,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
QONGHRWGVXIVSE-KFKAGJAMSA-N,Chembl349042,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
BTYVZKZEUTUPNN-UHFFFAOYSA-N,Ac1Ljzgr,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
XELTWQUXHGQCGM-JWGOKDHHSA-N,Chembl3687421,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
BTYXAYFKYZQQTA-UHFFFAOYSA-N,Chembl1164257,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
JMUHBNWAORSSBD-WKYWBUFDSA-N,L-Mtp-Pe,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
IVTXMVOXEXNZPJ-PUCZYUMASA-N,Chembl398919,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
JMUHBNWAORSSBD-UHFFFAOYSA-N,JMUHBNWAORSSBD-UHFFFAOYSA-N,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
NZLBBWKRFWAHOK-NTCFCCFRSA-N,Chembl1596034,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
WFNBONVEEIGNAM-UHFFFAOYSA-N,Chembl3393487,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
HSBUGVRZWGSASZ-UHFFFAOYSA-N,"Ethyl 2-(Acetylamino)-4-Phenyl-1,3-Thiazole-5-Carboxylate",0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
ZSFQSVKKBDHOFW-UHFFFAOYSA-N,Ac1Ltpic,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
JMUHBNWAORSSBD-SCUKUBKLSA-N,CID72734344,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
MGLBGUZLARZAOR-AUSIDOKSSA-N,Balanol Benzophenone Ester Analog 15,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
GMPBFIJRKTXKQR-UHFFFAOYSA-N,Mls000109414,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
ZSYJZAJZWKGBSG-UHFFFAOYSA-N,Chembl130400,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
YEWGVUJHHJQAMK-KGLIPLIRSA-N,Chembl3648708,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
JPGVNBPJSYNZSP-HBNTYKKESA-N,Chembl55921,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
FLJZRDCJNZDTST-XIJQPKCWSA-N,Chembl1090421,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
ZNRGSYNQOLEMKF-CGTJXYLNSA-N,Chembl73669,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
QJOALQNGCCOIRS-NILFDRSVSA-N,Chembl70936,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
ZXZWQHMARLSKTR-RAIGVLPGSA-N,Chembl422026,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
YUYKJMHSFWBZQK-UHFFFAOYSA-N,YUYKJMHSFWBZQK-UHFFFAOYSA-N,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
IKLAVZZIBRWGTC-NWANDNLSSA-N,Chembl1161283,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
LUBKBQAAWUOYOW-CKIKVBCHSA-N,Chembl1928608,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
YBJOBBMCPNXAPT-NBEYISGCSA-N,"(2R,3R,4S)-3-Acetamido-4-Amino-2-(Dimethylcarbamoyl)-3,4-Dihydro-2H-Pyran-6-Carboxylic Acid",0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
UVJJXEIBCFESAO-UHFFFAOYSA-N,Ac1Ld5Hl,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
URWAZMOUKZXVGB-AWEZNQCLSA-N,Cmldbu00002295,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
UZNHWVNGUSWBOZ-IYBDPMFKSA-N,Schembl2790213,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
HUQLNLCBTRLVTF-UHFFFAOYSA-N,Mls000057773,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
WZWWRGJFRJLXDC-UHFFFAOYSA-N,Chembl20502,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
IUXQWTPCTXMXNF-UHFFFAOYSA-N,Nsc662561,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
WRBBFLKWSHWICI-UHFFFAOYSA-N,Schembl3032439,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
XHSHATWJQYFSMN-YUMQZZPRSA-N,Schembl1835965,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
LWXCNBLYXPLROO-HPIXUHPUSA-N,Chembl3691932,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
QTWHTIKHNYQDGQ-UHFFFAOYSA-N,Chembl574373,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
QQJHJEFLKIICMG-IVZWLZJFSA-N,"(3R,4R,5S)-4-Acetamido-5-Amino-3-(Methoxymethoxy)Cyclohexene-1-Carboxylic Acid",0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
IUZLUPKKYDAWNH-UHFFFAOYSA-N,Ethyl 4-Amino-5-Fluoro-2-Methylquinoline-3-Carboxylate,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
QHTXRRJVXYEVLD-HNNXBMFYSA-N,"3,5-Dibromo-3'-Isopropylthyronine",0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
KTOBUCHVPBPHMK-UHFFFAOYSA-N,"Diethyl Pyridine-2,6-Dicarboxylate",0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
QYMLYASKWCFEOI-UHFFFAOYSA-N,Chembl2272984,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
SYMUFQWWJBHWKE-HBNTYKKESA-N,Ac1La28X,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
ZDYZHXUKXANZNA-HBNTYKKESA-N,Ac1Ns6Jb,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
GXBYHDNSUOJGPX-DNDUJMJNSA-N,Ac1Nqt8A,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
XRGRBIWYLQEBSZ-QJJJLASOSA-N,Chembl386151,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
ARAIBEBZBOPLMB-UHFFFAOYSA-N,Zanamivir,1,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
FGLBTUNMAVXKMV-LMNXFLSBSA-N,Chembl3639908,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
ARAIBEBZBOPLMB-WJVAOAHRSA-N,Zanamivir,1,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
MGZSDUWSWIZVLP-UHFFFAOYSA-N,Stk108307,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
XRTXXUPZUKPIJC-UHFFFAOYSA-N,Mls002638165,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
FBJZZZNHVBUJRV-UHFFFAOYSA-N,"Diethyl 1,2,6-Trimethyl-1,4-Dihydro-4,4'-Bipyridine-3,5-Dicarboxylate",0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
WSKHOMWGSKISFR-UHFFFAOYSA-N,Benzoic Acid Deriv. 6C,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
DRZADCTZJBTRGW-NXVVXOECSA-N,DRZADCTZJBTRGW-NXVVXOECSA-N,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
MHAGZPXTGMUHCQ-UHFFFAOYSA-N,MHAGZPXTGMUHCQ-UHFFFAOYSA-N,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
SXSWDQYDUTZALK-BFHYXJOUSA-N,Ac1Ns6Ik,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
PCYIUCLPLHBZKW-UHFFFAOYSA-N,Chembl3689327,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
MGZUHWORKSFNDV-UHFFFAOYSA-N,Mls000548483,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
XYLRQLQSSUTUDJ-TVIAKSLHSA-N,Chembl216034,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
NBGGPEHUBYONTB-UHFFFAOYSA-N,Mls000327562,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
VTDPXZFVBGIJMK-MIGBRYPXSA-N,Chembl379388,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
NOKQAOHNJVUPEK-SBNLOKMTSA-N,Chembl1161570,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
DKZCVXXTAXUVCL-OWVMPFOQSA-N,Chembl1835313,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
OYHYTWIAHMLUMQ-UHFFFAOYSA-N,Ao-476/43250011,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
JHVXPZIBIBATQC-UHFFFAOYSA-N,JHVXPZIBIBATQC-UHFFFAOYSA-N,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
KSOXQRPSZKLEOR-UHFFFAOYSA-N,Ac1Nqloy,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
LRYFTCOHSOVWDA-SRZZPIQSSA-N,LRYFTCOHSOVWDA-SRZZPIQSSA-N,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
KSOXQRPSZKLEOR-YMPULBMMSA-N,2-(Acetylamino)-2-Deoxy-Beta-D-Mannopyranuronic Acid,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
XJNXQMQRAIZMCS-UHFFFAOYSA-N,Ac1N7Ui0,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
